Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,7781407377666,Level 02 > 206D > Kitchen,07/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),11/08/2014,None,Open,Pantry shelf missing,,,None,0.00
La Scala,7781407460471,Level 01 > 111D > Kitchen,08/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),13/08/2014,None,Open,Soft closer,,,None,0.00
La Scala,7781407468023,Level 01 > 115D > Bathroom,08/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),13/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,7781407468054,Level 01 > 115D > Kitchen,08/08/2014,kreardon,Incomplete Works,Builder,Nemo (Paul),13/08/2014,None,Open,"Skirt short, also missing between fridge panel and entry door",,,None,0.00
La Scala,7781407470740,Level 01 > 106D > Kitchen,08/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),13/08/2014,None,Open,"Chip in overhead beside pantry , top drawer front edge",,,None,0.00
La Scala,7781407474562,Ground > 13D > Kitchen,08/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),13/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,7781407474912,Ground > 13D > Kitchen,08/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),13/08/2014,None,Open,"Replace end panel, chipped",,,None,0.00
La Scala,7781407477289,Ground > 8D > Kitchen,08/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),13/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,7781407802905,Level 02 > 202D > Kitchen,12/08/2014,billb,Incomplete Works,Builder,Protect Fire Systems (Steve Butterworth),16/08/2014,None,Open,Cover,,,None,0.00
La Scala,7781407803774,Level 03 > 301D > Bathroom,12/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),16/08/2014,None,Open,Shelves missing in shaving cabinet,,,None,0.00
La Scala,7781407804132,Level 03 > 301D > Laundry,12/08/2014,kreardon,Incomplete Works,Builder,Trio Plumbing Australia (Trevor Hanover),16/08/2014,None,Open,Handle on hws,,,None,0.00
La Scala,7781407804796,Level 03 > 301D > Bedroom 1 > Ensuite,12/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),16/08/2014,None,Open,Adjust drawer,,,None,0.00
La Scala,7781407816717,Level 02 > 208D > Kitchen,12/08/2014,kreardon,Incomplete Works,Builder,Trio Plumbing Australia (Trevor Hanover) > ABD Group (Mick S),16/08/2014 > 16/08/2014,None > None,Open > Open,Dishwasher damaged and kicker missing,,,None,0.00
La Scala,7781407816841,Level 02 > 208D > Kitchen,12/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),16/08/2014,None,Open,Soft closer above fridge,,,None,0.00
La Scala,7781407975973,Ground > 2D > Kitchen,14/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),20/08/2014,None,Open,Soft closers missing throughout,,,None,0.00
La Scala,7781407983326,Ground > 15D > Kitchen,14/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),20/08/2014,None,Open,Soft closers missing throughout kitchen,,,None,0.00
La Scala,7781407998059,Level 02 > 207D > Bedroom 2,14/08/2014,billb,Defect,Builder,DPS (Bruce),19/08/2014,None,Open,Fix join down in wardrobe shelf,,,None,0.00
La Scala,7781408155196,Level 04 > 401D > Kitchen,16/08/2014,kreardon,Incomplete Works,Builder,Baron Forge (tiler) (Scott Kidd),22/08/2014,None,Open,Replace bench top,,,None,0.00
La Scala,7781408156323,Ground > 7D > Kitchen,16/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),22/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,7781408316694,Level 01 > 108D > Living,18/08/2014,kreardon,Incomplete Works,Builder,VAST ELECTRICAL (Danny),22/08/2014,None,Open,Light not working ,,,None,0.00
La Scala,7781410223904,Level 05 > 506D > Kitchen,09/09/2014,billb,Defect,Builder,ABD Group (Mick S),16/09/2014,None,Open,"Oven missing rack, tray rack??",,,None,0.00
La Scala,7781410223934,Level 05 > 506D > Kitchen,09/09/2014,billb,Defect,Builder,ABD Group (Mick S),16/09/2014,None,Open,Paint underside stone overhang,,,None,0.00
La Scala,7781410223973,Level 05 > 506D > Bedroom 1 > Ensuite,09/09/2014,billb,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),16/09/2014,None,Open,Silicone inside toilet bowl to be cleaned,,,None,0.00
La Scala,7781410224022,Level 05 > 506D > Kitchen,09/09/2014,billb,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),16/09/2014,None,Open,Kitchen mixer hot/cold connected opposite way around,,,None,0.00
La Scala,7781410224052,Level 05 > 506D > Bathroom,09/09/2014,billb,Defect,Builder,Baron Forge (tiler) (Scott Kidd),15/09/2014,None,Open,"Pin holes in grouting, also in ensuite",,,None,0.00
La Scala,7781410224077,Level 05 > 506D > Bathroom,09/09/2014,billb,Defect,Builder,ABD Group (Mick S),15/09/2014,None,Open,Paint drips etc to be cleaned in bathroom,,,None,0.00
La Scala,7781410224111,Level 03 > 303D > Bathroom,09/09/2014,billb,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),16/09/2014,None,Open,Sink leaking,,,None,0.00
La Scala,7781410224134,Level 03 > 303D > Kitchen,09/09/2014,billb,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),16/09/2014,None,Open,Dishwasher not draining,,,None,0.00
La Scala,7781410224156,Level 03 > 303D > Kitchen,09/09/2014,billb,Defect,Builder,VAST ELECTRICAL (Danny),15/09/2014,None,Open,Light on range hood not working,,,None,0.00
La Scala,7781410224192,Ground > 4D > Bedroom,09/09/2014,billb,Defect,Builder,AYWON-CARPET+TIMBER (Tony),16/09/2014,None,Open,Replace carpet (stained),,,None,0.00
La Scala,7781410224212,Ground > 4D > Kitchen,09/09/2014,billb,Defect,Builder,DPS (Bruce),16/09/2014,None,Open,Chips in joinery,,,None,0.00
La Scala,7781410224262,Level 05 > 503D > Bathroom,09/09/2014,billb,Defect,Builder,Baron Forge (tiler) (Scott Kidd),16/09/2014,None,Open,Skirt tile not fixed,,,None,0.00
La Scala,7781410224282,Level 05 > 503D > Bathroom,09/09/2014,billb,Defect,Builder,DPS (Bruce),16/09/2014,None,Open,Shelf missing in vanity,,,None,0.00
La Scala,7781410224301,Level 05 > 503D > Bathroom,09/09/2014,billb,Defect,Builder,ABD Group (Mick S),13/09/2014,None,Open,Scratches in door,,,None,0.00
La Scala,7781410224333,Level 05 > 503D > Bedroom 1,09/09/2014,billb,Defect,Builder,Coldlfow (Kenneth Chan),16/09/2014,None,Open,A/c remote missing,,,None,0.00
La Scala,7781410224376,Level 05 > 503D > Bathroom,09/09/2014,billb,Defect,Builder,Nemo (Paul),16/09/2014,None,Open,Door hardware missing to cavity slider,,,None,0.00
La Scala,7781410224405,Level 05 > 503D > Living,09/09/2014,billb,Defect,Builder,Nemo (Paul),16/09/2014,None,Open,Entry door not locking properly,,,None,0.00
La Scala,7781410224671,Level 05 > 503D > Living,09/09/2014,billb,Defect,Builder,Oscan Windows (Dean) (Dean),15/09/2014,None,Open,Sliding door keys missing,,,None,0.00
La Scala,7781410224726,Level 05 > 503D > Kitchen,09/09/2014,billb,Defect,Builder,DPS (Bruce),15/09/2014,None,Open,Chips etc to be rectified,,,None,0.00
La Scala,7781410224762,Level 02 > 206D > Living,09/09/2014,billb,Defect,Builder,ABD Group (Mick S),15/09/2014,None,Open,General clean entire apartment ,,,None,0.00
La Scala,7781410224793,Level 02 > 206D > Kitchen,09/09/2014,billb,Defect,Builder,DPS (Bruce),15/09/2014,None,Open,Drawers/ cupboards to be adjusted ,,,None,0.00
La Scala,7781410224831,Level 02 > 206D > Kitchen,09/09/2014,billb,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),16/09/2014,None,Open,Dint in dishwasher,,,None,0.00
La Scala,8491405476683,Level 01 > 116D > Kitchen,16/07/2014,billb,Defect,Superintendant,DPS (Bruce),25/07/2014,None,Open,Drawer jam at bench top,,,None,0.00
La Scala,8491408592345,Level 02 > 202D > Kitchen,21/08/2014,billb,Defect,Superintendant,DPS (Bruce),29/08/2014,None,Open,Not fully closed,,,None,0.00
La Scala,8491408593756,Level 02 > 203D > Bedroom 1,21/08/2014,billb,Defect,Superintendant,AYWON-CARPET+TIMBER (Tony),29/08/2014,None,Open,Carpet incomplete in wardrobe,,,None,0.00
La Scala,8491408593782,Level 02 > 203D > Bedroom 1 > Ensuite,21/08/2014,billb,Defect,Superintendant,DPS (Bruce),29/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,8491408594323,Level 02 > 203D > Bathroom,21/08/2014,billb,Defect,Superintendant,DPS (Bruce),29/08/2014,None,Open,Chip on drawers corner,,,None,0.00
La Scala,8491408594361,Level 02 > 203D > Bedroom 1 > Ensuite,21/08/2014,billb,Defect,Superintendant,Trio Plumbing Australia (Trevor Hanover),29/08/2014,None,Open,Cover holes,,,None,0.00
La Scala,8491408595331,Level 02 > 201D > Kitchen,21/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),29/08/2014,None,Open,Tile needs grouting,,,None,0.00
La Scala,8491408595461,Level 02 > 201D > Powder Room,21/08/2014,billb,Defect,Superintendant,VAST ELECTRICAL (Danny),29/08/2014,None,Open,Light is not working,,,None,0.00
La Scala,8501407308065,Level 03 > 307D > Bedroom 1,06/08/2014,billb,Defect,Builder,VAST ELECTRICAL (Danny),08/08/2014,None,Open,Replace light switch ,,,None,0.00
La Scala,8501407456980,Ground > 6D > Kitchen,08/08/2014,billb,Defect,Builder,DPS (Bruce),12/08/2014,None,Open,Adjust all joinery doors,,,None,0.00
La Scala,8501407457228,Ground > 6D > Kitchen,08/08/2014,billb,Defect,Builder,DPS (Bruce),13/08/2014,None,Open,Soft closer missing to bottom draw,,,None,0.00
La Scala,8501407733415,Level 04 > 407D > Balcony,11/08/2014,billb,Defect,Builder,Aluline (Baci),14/08/2014,None,Open,Hand rail needs realigning ,,,None,0.00
La Scala,8501407734033,Level 04 > 407D > Bedroom 1,11/08/2014,billb,Defect,Builder,VAST ELECTRICAL (Danny),14/08/2014,None,Open,Missing power point cover,,,None,0.00
La Scala,8501407737363,Level 01 > 107D > Living,11/08/2014,billb,Defect,Builder,VAST ELECTRICAL (Danny),14/08/2014,None,Open,Light not working ,,,None,0.00
La Scala,8501407737533,Level 01 > 107D > Bathroom,11/08/2014,billb,Defect,Builder,DPS (Bruce),14/08/2014,None,Open,Adjust draws in bathroom,,,None,0.00
La Scala,8501407804491,Ground > 1D > Balcony,12/08/2014,billb,Defect,Builder,Dynamite Cleaning (DC),15/08/2014,None,Open,Clean precast wall,,,None,0.00
La Scala,8501407804554,Ground > 1D > Balcony,12/08/2014,billb,Defect,Builder,Dynamite Cleaning (DC),15/08/2014,None,Open,Clean floor tiles,,,None,0.00
La Scala,8501407809467,Ground > 3D > Kitchen,12/08/2014,billb,Defect,Builder,DPS (Bruce),15/08/2014,None,Open,Missing soft  closer  ,,,None,0.00
La Scala,8501407809528,Ground > 3D > Kitchen,12/08/2014,billb,Defect,Builder,DPS (Bruce),15/08/2014,None,Open,Draw under the oven needs adjusting,,,None,0.00
La Scala,8501407809584,Ground > 3D > Living,12/08/2014,billb,Defect,Builder,VAST ELECTRICAL (Danny),15/08/2014,None,Open,Light not working,,,None,0.00
La Scala,8501407809663,Ground > 3D > Kitchen,12/08/2014,billb,Defect,Builder,DPS (Bruce),16/08/2014,None,Open,Chip top off kitchen overhead panel needs fixing,,,None,0.00
La Scala,8501407818477,Level 05 > 503D > Laundry,12/08/2014,billb,Defect,Builder,Baron Forge (tiler) (Scott Kidd),15/08/2014,None,Open,Skirt tile,,,None,0.00
La Scala,8501407818586,Level 05 > 503D > Kitchen,12/08/2014,billb,Defect,Builder,DPS (Bruce),15/08/2014,None,Open,Adjust draws,,,None,0.00
