Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Metro West,7721383111994,Basement,30/10/2013,rkwijas,Defect,Builder,Champion (Dennis),06/11/2013,None,Open,Patch and sand holes to concrete pre cast panel.,,,None,0.00
Metro West,7721383112108,Basement,30/10/2013,rkwijas,Defect,Builder,Champion (Dennis),06/11/2013,None,Open,Clean area from all Champion rubbish.,,,None,0.00
Metro West,7721383112148,Basement,30/10/2013,rkwijas,Defect,Builder,Champion (Dennis),06/11/2013,None,Open,Caulking to precast panel junction.,,,None,0.00
Metro West,7721383112689,Basement,30/10/2013,rkwijas,Defect,Builder,Champion (Dennis),06/11/2013,None,Open,"Patch and sand precast panel.

Clean welding marks from precast panel.",,,None,0.00
Metro West,7721383112802,Basement,30/10/2013,rkwijas,Defect,Builder,Champion (Dennis),06/11/2013,None,Open,"Caulking top precast panel junction.

Patching and sanding over steel plates.",,,None,0.00
Metro West,7751381122837,Basement,07/10/2013,smelia,Defect,Builder,Champion,16/10/2013,None,Open,"Underside of lowest stair not finished and needs patching up, prop needs removal",,,None,0.00
Metro West,7751381122886,Basement,07/10/2013,smelia,Defect,Builder,Champion,16/10/2013,None,Open,Prop holes in precast need patching up,,,None,0.00
Metro West,7751381122924,Basement,07/10/2013,smelia,Defect,Builder,Champion,16/10/2013,None,Open,Edges of underside of stair to mezz next to hoist needs cleaning up,,,None,0.00
Metro West,8871415937018,0 Ground,14/11/2014,jarrodd,Defect,Builder,Trio Alucobond (Paul Murphy),20/11/2014,None,Open,Caulk alucobond soffit in front of main entry,,,None,0.00
Metro West,8871415937245,Level 02 > 207 > Balcony,14/11/2014,jarrodd,Defect,Builder,Metroceramics (Andrew),20/11/2014,None,Open,Balcony tile to be adjusted,,,None,0.00
Metro West,8871415937279,Level 02 > 207 > Balcony,14/11/2014,jarrodd,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),20/11/2014,None,Open,Fix down pipe bracket,,,None,0.00
Metro West,8871415937329,Level 02 > 205 > Balcony,14/11/2014,jarrodd,Defect,Builder,XPRO Constructions Pty Ltd. (Ivan Delic),20/11/2014,None,Open,Patch hole behind down pipe,,,None,0.00
Metro West,8871415937385,Level 02 > 205 > Bathroom,14/11/2014,jarrodd,Defect,Builder,ELLCONSTRUCT (Phill),20/11/2014,None,Open,Door stop in bathroom to be fixed,,,None,0.00
Metro West,8871415937419,Level 02 > 205 > Bathroom,14/11/2014,jarrodd,Defect,Builder,XPRO Constructions Pty Ltd. (Ivan Delic),20/11/2014,None,Open,Patch around sprinkler in bathroom,,,None,0.00
Metro West,8871415937587,Level 02 > 213 > Bathroom,14/11/2014,jarrodd,Defect,Builder,NA,20/11/2014,None,Open,Clean bathroom,,,None,0.00
Metro West,8871415937662,Level 02 > 213 > Living,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Touch up skirting under aircon next to internet point,,,None,0.00
Metro West,8871415937702,Level 06 > 613,14/11/2014,jarrodd,Defect,Builder,AYWON-CARPET+TIMBER (Tony),27/11/2014,None,Open,Quad nails to be filled,,,None,0.00
Metro West,8871415937764,Level 06 > 612,14/11/2014,jarrodd,Defect,Builder,NA,20/11/2014,None,Open,Apartment to be cleaned,,,None,0.00
Metro West,8871415937865,Level 02 > 217 > Entry,14/11/2014,jarrodd,Defect,Builder,ELLCONSTRUCT (Phill),20/11/2014,None,Open,Door hardware entrance not working,,,None,0.00
Metro West,8871415937918,Level 02 > 217 > Entry,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint inside door frame to apartment door,,,None,0.00
Metro West,8871415937971,Level 02 > 217 > Living,14/11/2014,jarrodd,Defect,Builder,ELLCONSTRUCT (Phill),20/11/2014,None,Open,Skirting next to bathroom to be fixed,,,None,0.00
Metro West,8871415937999,Level 02 > 217 > Bedroom 1,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint above robe,,,None,0.00
Metro West,8871415938039,Level 03 > 307 > Living,14/11/2014,jarrodd,Defect,Builder,AYWON-CARPET+TIMBER (Tony),20/11/2014,None,Open,Timber floor crack near sliding door,,,None,0.00
Metro West,8871415938069,Level 03 > 307 > Living,14/11/2014,jarrodd,Defect,Builder,Aardvark (Jay),20/11/2014,None,Open,TV point not working properly,,,None,0.00
Metro West,8871415938141,Level 03 > 315 > Laundry,14/11/2014,jarrodd,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),20/11/2014,None,Open,Laundry fan leaking water,,,None,0.00
Metro West,8871415938328,Level 04 > 411 > Bathroom,14/11/2014,jarrodd,Defect,Builder,Aardvark (Jay),20/11/2014,None,Open,Faulty bathroom light switch,,,None,0.00
Metro West,8871415938379,Level 04 > 411 > Entry,14/11/2014,jarrodd,Defect,Builder,XPRO Constructions Pty Ltd. (Ivan Delic) > Easy Painting (Steve Bruni),20/11/2014 > 20/11/2014,None > None,Open > Open,Paint/ patch next to intercom,,,None,0.00
Metro West,8871415938494,Level 04 > 413 > Entry,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint hallway wall where intercom is,,,None,0.00
Metro West,8871415938536,Level 04 > 413 > Kitchen,14/11/2014,jarrodd,Defect,Builder,XPRO Constructions Pty Ltd. (Ivan Delic) > Easy Painting (Steve Bruni),20/11/2014 > 20/11/2014,None > None,Open > Open,Patch / paint behind fridge,,,None,0.00
Metro West,8871415938594,Level 05 > 508,14/11/2014,jarrodd,Defect,Builder,AYWON-CARPET+TIMBER (Tony),20/11/2014,None,Open,Quad to be replaced in many areas,,,None,0.00
Metro West,8871415938635,Level 05 > 508 > Kitchen,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint shadow line above pantry,,,None,0.00
Metro West,8871415938703,Level 05 > 508 > Entry,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni) > XPRO Constructions Pty Ltd. (Ivan Delic),20/11/2014 > 20/11/2014,None > None,Open > Open,Patch / paint above sprinkler head in hallway,,,None,0.00
Metro West,8871415938743,Level 05 > 508 > Kitchen,14/11/2014,jarrodd,Defect,Builder,Gosa (Colin),20/11/2014,None,Open,Joinery chip on fridge overhead,,,None,0.00
Metro West,8871415938799,Level 05 > 514 > Bathroom,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint left of bifold door to laundry,,,None,0.00
Metro West,8871415938832,Level 05 > 514 > Kitchen,14/11/2014,jarrodd,Defect,Builder,Gosa (Colin),20/11/2014,None,Open,Joinery chip below dish washer,,,None,0.00
Metro West,8871415938874,Level 05 > 514 > Kitchen,14/11/2014,kelly,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,"Clean paint off joinery right hand side of pantry
Paint ceiling above joinery",,,None,0.00
Metro West,8871415938920,Level 05 > 514 > Bedroom 1,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Repaint door jamb to bedroom,,,None,0.00
Metro West,8871415938946,Level 05 > 514 > Balcony,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint down pipe,,,None,0.00
Metro West,8871415938995,Level 05 > 514 > Balcony,14/11/2014,jarrodd,Defect,Builder,Metroceramics (Andrew),20/11/2014,None,Open,Fix balcony tile to down pipe and silicone pedestal,,,None,0.00
Metro West,8871415939047,Level 05 > 517 > Entry,14/11/2014,jarrodd,Defect,Builder,ELLCONSTRUCT (Phill),20/11/2014,None,Open,No door stop on apartment entry door,,,None,0.00
Metro West,8871415939087,Level 05 > 517 > Balcony,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint to be cleaned off hob to balcony,,,None,0.00
Metro West,8871415939116,Level 05 > 517 > Living,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint ceiling in living,,,None,0.00
Metro West,8871415939149,Level 06 > 605 > Balcony,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Paint soffit,,,None,0.00
Metro West,8871415939249,Level 06 > 605 > Bedroom 1,14/11/2014,jarrodd,Defect,Builder,PAWS-Robes and mirrors (Steve),20/11/2014,None,Open,Mirror sliding door to robe squeaky,,,None,0.00
Metro West,8871415939473,Level 06 > 605 > Kitchen,14/11/2014,jarrodd,Defect,Builder,Gosa (Colin),20/11/2014,None,Open,"Pantry door touching floor board, hard to open",,,None,0.00
Metro West,8871415939531,Level 06 > 605 > Bathroom,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Clean paint off skirt behind toilet,,,None,0.00
Metro West,8871415939568,Level 06 > 605 > Bathroom,14/11/2014,jarrodd,Defect,Builder,NA,20/11/2014,None,Open,Clean floor and all skirting tiles,,,None,0.00
Metro West,8871415939626,Level 06 > 605 > Balcony,14/11/2014,jarrodd,Defect,Builder,Metroceramics (Andrew),20/11/2014,None,Open,Fix Juliet balcony tile to down pipe,,,None,0.00
Metro West,8871415939656,Level 06 > 605 > Entry,14/11/2014,jarrodd,Defect,Builder,AYWON-CARPET+TIMBER (Tony),20/11/2014,None,Open,Fix quad to front entrance,,,None,0.00
Metro West,8871415939694,Level 06 > 613 > Living,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Patch skirt to living room,,,None,0.00
Metro West,8871415939722,Level 06 > 613 > Bedroom 1,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Repaint door jamb to bedroom door,,,None,0.00
Metro West,8871415939771,Level 06 > 613 > Bedroom 1,14/11/2014,jarrodd,Defect,Builder,NA,20/11/2014,None,Open,Clean writing off window to bedroom,,,None,0.00
Metro West,8871415939832,Level 06 > 613 > Entry,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Repaint skirting and wall where intercom is,,,None,0.00
Metro West,8871415939868,Level 06 > 613 > Entry,14/11/2014,jarrodd,Defect,Builder,AYWON-CARPET+TIMBER (Tony),20/11/2014,None,Open,Join carpet at door threshold to corridor,,,None,0.00
Metro West,8871415939903,Level 06 > 613 > Bathroom,14/11/2014,jarrodd,Defect,Builder,PAWS-Robes and mirrors (Steve),20/11/2014,None,Open,Re silicone mirror in bathroom,,,None,0.00
Metro West,8871415939938,Level 06 > 613 > Laundry,14/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),20/11/2014,None,Open,Clean paint off skirt to laundry,,,None,0.00
Metro West,8871415939962,Level 06 > 613 > Bathroom,14/11/2014,jarrodd,Defect,Builder,NA,20/11/2014,None,Open,Clean bathroom,,,None,0.00
Metro West,8871415939992,Level 06,14/11/2014,jarrodd,Defect,Builder,Protect Fire Systems (Steve Butterworth),20/11/2014,None,Open,Pipe not connected in stairwell,,,None,0.00
Metro West,8871416796847,Level 07 > 701,24/11/2014,jarrodd,Defect,Builder,Gosa (Colin),27/11/2014,None,Open,Cabinet door not flush with other cabinets,,,None,0.00
Metro West,8871416796884,Level 07 > 701,24/11/2014,jarrodd,Defect,Builder,Metroceramics (Andrew),27/11/2014,None,Open,Bathroom tiles require regrout in areas,,,None,0.00
Metro West,8871416796956,Level 07 > 701,24/11/2014,jarrodd,Defect,Builder,Metroceramics (Andrew),27/11/2014,None,Open,Tiles in kitchen not level and hitting joinery cabinets,,,None,0.00
Metro West,8871416797101,Level 07 > 708 > Balcony,24/11/2014,jarrodd,Defect,Builder,Trio Plumbing Australia (Trevor Hanover),27/11/2014,None,Open,Cover plate flashing around external sliding door required to cover grout and caulking to precast,,,None,0.00
Metro West,8871416797155,Level 07 > 708,24/11/2014,jarrodd,Defect,Builder,Metroceramics (Andrew),27/11/2014,None,Open,Balcony tile not fixed properly underneath GPO to balcony ,,,None,0.00
Metro West,8871416797206,Level 07 > 708,24/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),27/11/2014,None,Open,Painting to skirting under air conditioner required,,,None,0.00
Metro West,8871416797576,Level 07 > 708,24/11/2014,jarrodd,Defect,Builder,Easy Painting (Steve Bruni),27/11/2014,None,Open,Paint above bedroom door in living area where crack is,,,None,0.00
Metro West,8871416797762,Level 07 > 708,24/11/2014,jarrodd,Defect,Builder,NA,27/11/2014,None,Open,Clean paint off down lights in bedroom,,,None,0.00
Metro West,8871416797803,Level 07 > 708,24/11/2014,jarrodd,Defect,Builder,NA,27/11/2014,None,Open,Clean paint of joinery next to overhead cupboard,,,None,0.00
Metro West,8871416797829,Level 07 > 708,24/11/2014,jarrodd,Defect,Builder,NA,27/11/2014,None,Open,Clean paint off robe door frame in bedroom,,,None,0.00
Metro West,8871416798102,Level 06 > 613,24/11/2014,jarrodd,Defect,Builder,AYWON-CARPET+TIMBER (Tony),27/11/2014,None,Open,Fix carpet threshold at apartment entry,,,None,0.00
Metro West,9061417055486,Level 07 > 711,27/11/2014,kelly,Defect,Builder,NA,27/11/2014,None,Open,"The sprinkler cap has fallen off
The shower glass is not stable
",Linda 0421368086 gavin can give access,,None,0.00
Metro West,9061417495631,Level 04 > 405 > Kitchen,02/12/2014,kelly,Defect,Builder,NA,02/12/2014,None,Open,Overhead cupboard door needs replacing chip,Nerio inspected ,,None,0.00
Metro West,9061417648967,Level 05 > 506 > Living,04/12/2014,kelly,Defect,Builder,NA,04/12/2014,None,Open,Front door not locking properly,"Arranged Damien locks unlimited to attend and fix 
Isabel 0422144717 or Trung 0421060231",,None,0.00
Metro West,9061417652887,Level 07 > 701 > Balcony,04/12/2014,kelly,Defect,Builder,NA,04/12/2014,None,Open,Issues with balcony tiles emailed ROb at metro ceramics to fix,,,None,0.00
Metro West,9061417653148,Level 02 > 212 > Laundry,04/12/2014,kelly,Defect,Builder,NA,04/12/2014,None,Open,Missing exit for washing machine Anthony emailed trio to fix... Emailed adel to advise trio have been notified Adel 0466988883,Trio went out needing to go back and install new cover. Emailed rick 12.12.14,,None,0.00
Metro West,9061418179793,Level 06 > 606 > Kitchen,10/12/2014,kelly,Defect,Builder,NA,10/12/2014,None,Open,Missing kitchen sink drain plug ,"Nerio has one on site, I emailed Christ advising Nerio will leave this will Gavin or out in letter box",,None,0.00
Metro West,9061418250166,Level 01 > 101,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Paint front door frame.
Clean front door.
Paint bathroom door.
General paint touch ups.
Clean Apt.
fIx plaster next to Air con.
End cap on privacy screen.
Sprinkler head hits laundry door.
bedroom excursion plate to be fixed.
Make ceiling sprinkler flush
Clean window frame to Juliet balcony",,,None,0.00
Metro West,9061418250579,Level 01 > 102,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Clean paint of Air cond.
Clean balcony and mop floor
Clean give off kickers in pantry 
Missing joinery shelf pin
Plug screw hole in laundry",,,None,0.00
Metro West,9061418250960,Level 01 > 109 > Bathroom > Laundry,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Clean toilet
Black permanent marker on screw on door frame
paint bathroom laundry door frame
Caulk top of skirt tiles
Laundry cover to waste in wall
Caulk mirror in main bathroom
",,,None,0.00
Metro West,9061418251860,Level 02 > 213 > Entry,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Touch up door with black paint.
Clean paint off air conditioner and top of joinery
Paint skirts in living
",,,None,0.00
Metro West,9061418251899,Level 02 > 213 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Paint touch up door from bedroom,,,None,0.00
Metro West,9061418251961,Level 02 > 213 > Balcony,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Touch up sofit on balcony ,,,None,0.00
Metro West,9061418252144,Level 02 > 216 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Caulk basin
Fix skirt tile in laundry",,,None,0.00
Metro West,9061418252203,Level 02 > 216 > Kitchen,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Clean paint off joinery next to fridge,,,None,0.00
Metro West,9061418252743,Level 02 > 216 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Patch paint ceiling next to sprinkler head in main living.
Caulk window frame where it meets plaster in bedroom",,,None,0.00
Metro West,9061418252762,Level 02 > 216 > Kitchen,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Clean up paint from kicker,,,None,0.00
Metro West,9061418253114,Level 02 > 201 > Entry,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Paint front door 
Paint behind fridge
Paint wall opposite kitchen
",,,None,0.00
Metro West,9061418253144,Level 02 > 201 > Entry,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Quick clean of apt,,,None,0.00
Metro West,9061418253190,Level 02 > 201 > Bedroom 1,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Patch and paint around sprinkler in bedroom and hallway,,,None,0.00
Metro West,9061418253278,Level 02 > 201 > Balcony,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Fix plaster next to balcony door frame in bedroom
Clean outside window in bedroom.
Clean Apt in general",,,None,0.00
Metro West,9061418254647,Level 02 > 202 > Entry,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Clean front door.
Paint next to entry door wall.
",,,None,0.00
Metro West,9061418254681,Level 02 > 202 > Laundry,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Touch up paint at laundry skirt.
",,,None,0.00
Metro West,9061418254705,Level 02 > 202 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Caulk basin in bathroom,,,None,0.00
Metro West,9061418254745,Level 02 > 202 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Clean paint off air cond hard unit.
",,,None,0.00
Metro West,9061418254784,Level 02 > 202 > Bedroom 1,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Fix skirting board patch/paint in bedroom,,,None,0.00
Metro West,9061418254821,Level 02 > 202 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Patch paint around sprinkler head and downlighting in living area,,,None,0.00
Metro West,9061418254852,Level 02 > 202 > Bedroom 1,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Paint door frame to bedroom,,,None,0.00
Metro West,9061418254879,Level 02 > 202 > Balcony,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Paint skirt RHS of balcony door,,,None,0.00
Metro West,9061418254935,Level 02 > 207 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Clean Apt and steam clean,,,None,0.00
Metro West,9061418254970,Level 02 > 207 > Bedroom 1,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Paint wall and skirt in bedroom,,,None,0.00
Metro West,9061418255013,Level 02 > 207 > Balcony,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Paint down pipe in balcony.
Clean balcony.
",,,None,0.00
Metro West,9061418255056,Level 02 > 207 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Caulk basin in bathroom
Paint door",,,None,0.00
Metro West,9061418255140,Level 02 > 210 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Caulk basin.
Replace bench top in bathroom.
",,,None,0.00
Metro West,9061418255208,Level 02 > 210 > Kitchen,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Paint behind fridge.
Clean joinery to pantry door.
Clean paint off pantry door.
Paint ceiling shadow line above overhead cupboards",,,None,0.00
Metro West,9061418255293,Level 02 > 211 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Caulk basin.
Patch and paint above towel rail in bathroom.
",,,None,0.00
Metro West,9061418255338,Level 02 > 211 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Patch and paint next to air cond and skirting in living.
",,,None,0.00
Metro West,9061418255376,Level 02 > 211 > Kitchen,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Paint above joinery shadow line.
",,,None,0.00
Metro West,9061418255392,Level 02 > 211 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,General clean ,,,None,0.00
Metro West,9061418255464,Level 03 > 312 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Clean door closer.
Paint wall hallway/living area",,,None,0.00
Metro West,9061418255545,Level 03 > 312 > Kitchen,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Joinery fridge panel damaged,,,None,0.00
Metro West,9061418255600,Level 03 > 312 > Bedroom 1,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Paint skirts in bedroom ,,,None,0.00
Metro West,9061418255932,Level 03 > 312 > Bedroom 2,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Patch/paint wall in bedroom ,,,None,0.00
Metro West,9061418255951,Level 03 > 312 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Caulk basin,,,None,0.00
Metro West,9061418255989,Level 03 > 312 > Kitchen,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,Clean paint off overhead cupboards,,,None,0.00
Metro West,9061418256036,Level 03 > 308 > Living,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Fix quad in hallway.
Paint corner under intercom",,,None,0.00
Metro West,9061418256072,Level 03 > 308 > Bathroom,11/12/2014,kelly,Defect,Builder,NA,11/12/2014,None,Open,"Patch and paint architrave outside bathroom.
Caulk basin.
",,,None,0.00
